id,speed
818,37.200024
819,52.84863
820,51.373184
821,26.795237
822,30.742552
823,28.112268
824,24.70629
825,23.63901
826,49.538795
827,48.423615
828,33.268177
829,33.50995
830,32.02321
831,33.058784
832,42.957283
833,36.90339
834,47.778927
835,48.99927
836,46.367107
837,43.623096
838,39.128628
839,38.05606
840,48.736034
841,49.511524
842,48.70819
843,35.879086
844,26.035507
845,22.090282
846,31.45078
847,41.34426
848,48.21959
849,48.4987
850,47.96772
851,16.617779
852,26.603117
853,23.506767
854,21.11768
855,23.734884
856,21.938293
857,45.465775
858,49.18874
859,49.1164
860,48.28455
861,47.888386
862,19.974384
863,29.029161
864,24.04308
865,22.186003
866,26.485867
867,45.114002
868,41.991318
869,49.944534
870,48.66636
871,26.787245
872,29.164495
873,25.24396
874,48.669415
875,50.013977
876,48.56856
877,48.412903
878,46.57703
879,18.334494
880,13.049011
881,12.193318
882,22.69284
883,45.060425
884,39.89692
885,47.60828
886,49.269123
887,48.617413
888,48.06383
889,48.807625
890,41.70506
891,24.918257
892,23.430202
893,19.716316
894,39.273243
895,47.79965
896,43.684063
897,42.675297
898,43.986492
899,43.06267
900,48.659748
901,47.747852
902,46.587257
903,28.16347
904,15.641682
905,17.695917
906,20.213074
907,20.215195
908,17.936844
909,14.389875
910,33.084446
911,45.88516
912,46.970234
913,46.61949
914,46.223328
915,24.731668
916,21.594746
917,17.673311
918,19.479694
919,13.752636
920,47.01697
921,48.02544
922,46.78419
923,13.915652
924,23.67883
925,20.877096
926,16.369339
927,17.7263
928,11.925746
929,8.936083
930,18.131746
931,31.63386
932,43.526062
933,48.16369
934,15.077308
935,18.151024
936,18.22412
937,15.26839
938,11.575507
939,20.52702
940,43.956467
941,49.125214
942,49.05939
943,47.621193
944,47.22503
945,28.55921
946,15.770042
947,24.731936
948,21.51082
949,15.542535
950,40.048775
951,46.06265
952,47.986935
953,45.504326
954,41.169724
955,27.980896
956,28.039248
957,19.351368
958,39.826332
959,35.558556
960,44.43843
961,47.110023
962,47.547882
963,45.9383
964,51.23484
965,49.81056
966,49.271416
967,48.079094
968,46.296776
969,46.142242
970,42.031113
971,37.627262
972,46.880947
973,23.872795
974,26.564949
975,32.300564
976,21.88287
977,20.04733
978,22.228136
979,17.971594
980,15.870231
981,23.487898
982,43.98291
983,47.93799
984,47.994495
985,45.414173
986,26.712793
987,20.96042
988,18.880354
989,15.025291
990,33.14129
991,43.06783
992,49.35648
993,47.535812
994,47.2363
995,46.840137
996,28.30503
997,15.744565
998,18.38012
999,22.024738
1000,17.13552
1001,15.063399
1002,16.637283
1003,10.584
1004,18.85945
1005,44.509216
1006,48.943012
1007,47.241768
1008,45.602917
1009,28.382963
1010,15.760671
1011,19.7084
1012,13.888253
1013,13.093059
1014,45.183754
1015,48.733986
1016,48.02463
1017,29.024996
1018,21.401379
1019,27.460684
1020,14.2806425
1021,15.92975
1022,9.272388
1023,34.782394
1024,42.8233
1025,36.918262
1026,47.947273
1027,30.102015
1028,20.474659
1029,20.048481
1030,20.021618
1031,18.52428
1032,17.38506
1033,43.303837
1034,41.418163
1035,44.93936
1036,48.07692
1037,48.277905
1038,43.482533
1039,44.121483
1040,41.896637
1041,38.270515
1042,34.14756
1043,37.65776
1044,46.145824
1045,38.027653
1046,35.787533
1047,47.81115
1048,46.9985
1049,46.49989
1050,27.268269
1051,18.71395
1052,16.565357
1053,10.6046915
1054,45.98367
1055,47.997
1056,47.156574
1057,45.52851
1058,43.34749
1059,12.317022
1060,19.7302
1061,17.824478
1062,8.938415
1063,34.115322
1064,45.611576
1065,42.18137
1066,48.874233
1067,47.461914
1068,47.880653
1069,46.81912
1070,46.370552
1071,43.954647
1072,12.7408
1073,15.297302
1074,11.998243
1075,19.280378
1076,33.440773
1077,48.930904
1078,44.13462
1079,12.195132
1080,16.702625
1081,15.240968
1082,13.274135
1083,10.319664
1084,43.164722
1085,38.50574
1086,44.924404
1087,47.317307
1088,17.871853
1089,11.905947
1090,35.766136
1091,36.79287
1092,48.13429
1093,47.372776
1094,45.849358
1095,37.49697
1096,22.712372
1097,19.742208
1098,15.7387705
1099,14.717882
1100,14.226055
1101,27.867535
1102,38.186886
1103,32.651405
1104,25.863287
1105,27.605299
1106,47.032814
1107,46.800636
1108,42.457455
1109,39.291428
1110,41.75341
1111,38.007957
1112,38.515007
1113,44.342506
1114,44.9486
1115,48.304836
1116,47.389027
1117,46.31738
1118,25.778606
1119,20.600353
1120,29.293556
1121,36.663063
1122,39.741302
1123,49.964214
1124,47.93503
1125,27.862541
1126,28.046764
1127,25.974754
1128,29.490547
1129,36.911945
1130,47.343662
1131,48.36749
1132,47.003113
1133,44.519474
1134,33.5678
1135,19.080982
1136,21.965088
1137,20.714792
1138,19.646563
1139,13.999147
1140,46.09184
1141,41.87621
1142,48.02227
1143,48.8972
1144,47.213566
1145,32.146935
1146,21.187138
1147,21.081459
1148,46.04507
1149,43.61315
1150,15.187391
1151,21.68511
1152,23.477333
1153,18.457724
1154,18.979555
1155,11.973444
1156,11.697293
1157,23.10307
1158,39.143345
1159,38.023594
1160,47.68709
1161,47.671085
1162,48.449535
1163,47.636806
1164,28.348969
1165,20.738335
1166,22.524843
1167,20.519619
1168,44.909477
1169,46.962826
1170,45.503014
1171,42.482235
1172,36.142097
1173,37.38984
1174,45.578094
1175,48.086327
1176,47.95061
1177,28.74759
1178,16.555286
1179,19.329653
1180,19.596245
1181,19.945866
1182,12.708522
1183,45.823414
1184,44.32656
1185,46.82363
1186,46.138615
1187,45.74245
1188,25.623505
1189,19.545977
1190,16.441614
1191,18.475325
1192,33.809284
1193,43.951946
1194,46.58669
1195,46.004807
1196,45.608643
1197,43.125004
1198,25.357914
1199,42.905033
1200,48.091793
1201,47.630577
1202,44.051514
1203,15.841624
1204,21.95445
1205,16.74413
1206,16.967213
1207,7.1849666
1208,17.886314
1209,32.905293
1210,47.587196
1211,45.243576
1212,17.568499
1213,17.762844
1214,18.7916
1215,16.591679
1216,47.54612
1217,48.766792
1218,47.72318
1219,40.13259
1220,24.88394
1221,18.737644
1222,17.043823
1223,21.985182
1224,19.055014
1225,16.141735
1226,16.988686
1227,37.546303
1228,33.553585
1229,35.67248
1230,47.827103
1231,47.71531
1232,40.098694
1233,37.471535
1234,36.65722
1235,47.882114
1236,15.614678
1237,21.005861
1238,17.472067
1239,13.400099
1240,24.652943
1241,46.167343
1242,42.126217
1243,44.12778
1244,48.445232
1245,46.859753
1246,18.237978
1247,24.576828
1248,23.849829
1249,11.831943
1250,45.14898
1251,48.39907
1252,46.832176
1253,47.05498
1254,23.85408
1255,16.103542
1256,18.134497
1257,41.141716
1258,47.67733
1259,46.99
1260,46.694008
1261,44.677555
1262,26.82941
1263,22.979155
1264,18.417322
1265,18.592035
1266,16.639542
1267,17.937675
1268,21.001642
1269,48.802395
1270,47.58295
1271,48.60256
1272,45.148846
1273,15.278052
1274,17.306509
1275,18.754564
1276,18.257801
1277,13.023325
1278,20.911362
1279,37.490353
1280,44.71014
1281,38.815296
1282,47.195107
1283,47.830715
1284,47.097187
1285,26.149206
1286,27.576223
1287,21.882458
1288,20.479935
1289,19.502184
1290,36.84927
1291,47.85384
1292,47.596268
1293,45.39589
1294,41.283077
1295,41.541378
1296,40.798046
1297,37.44604
1298,44.976284
1299,45.687565
1300,45.643593
1301,43.58286
1302,22.47502
1303,13.154314
1304,21.875074
1305,48.556904
1306,49.22505
1307,49.119926
1308,48.93859
1309,29.065977
1310,20.293594
1311,27.813177
1312,23.315828
1313,23.130583
1314,15.87666
1315,25.54067
1316,39.87886
1317,43.154743
1318,46.806602
1319,46.249573
1320,46.616146
1321,44.66123
1322,17.437006
1323,18.38782
1324,21.139645
1325,24.954893
1326,47.52859
1327,23.028633
1328,18.803215
1329,15.0392475
1330,16.78274
1331,12.599162
1332,20.73726
1333,36.052418
1334,37.355118
1335,49.01372
1336,47.166367
1337,45.18409
1338,18.600069
1339,19.372625
1340,17.832077
1341,17.032442
1342,49.618378
1343,48.261627
1344,42.282776
1345,27.675095
1346,26.387947
1347,19.068476
1348,16.623907
1349,33.33209
1350,38.708202
1351,41.33403
1352,40.900406
1353,38.38844
1354,40.265396
1355,38.811317
1356,43.46881
1357,37.83697
1358,48.02478
1359,30.27046
1360,26.335114
1361,25.266424
1362,21.883715
1363,17.713087
1364,19.151987
1365,15.357571
1366,13.635712
1367,39.9851
1368,47.91662
1369,28.853882
1370,22.765894
1371,17.44701
1372,10.144419
1373,39.450066
1374,48.53889
1375,47.883373
1376,48.856224
1377,31.027647
1378,19.758913
1379,41.464252
1380,44.75922
1381,46.59547
1382,19.054884
1383,9.90995
1384,34.66367
1385,43.487278
1386,40.22459
1387,47.844734
1388,48.12453
1389,43.99274
1390,15.272095
1391,16.63633
1392,22.425653
1393,15.697531
1394,17.009783
1395,13.692433
1396,41.652912
1397,48.942722
1398,48.338352
1399,48.549896
1400,21.714645
1401,21.817932
1402,47.23979
1403,46.682842
1404,45.914963
1405,44.932117
1406,45.555386
1407,45.758923
1408,44.39123
1409,42.63666
1410,41.415905
1411,46.002323
1412,47.72782
1413,46.600986
1414,12.513643
1415,25.687727
1416,40.366554
1417,45.417492
1418,45.007385
1419,44.693176
1420,17.178673
1421,22.982533
1422,19.779795
1423,18.0371
1424,16.292303
1425,13.174655
1426,11.833675
1427,23.626238
1428,40.92341
1429,46.998035
1430,46.70817
1431,46.27744
1432,45.773376
1433,42.555862
1434,22.634348
1435,15.906722
1436,17.120056
1437,16.721714
1438,11.002978
1439,20.682861
1440,36.0779
1441,43.81214
1442,48.718212
1443,46.821777
1444,43.33836
1445,25.110584
1446,15.643375
1447,43.282063
1448,46.39165
1449,42.822803
1450,24.649364
1451,12.709033
1452,14.239155
1453,15.740279
1454,10.322286
1455,38.909367
1456,39.412846
1457,48.314434
1458,47.70205
1459,45.258076
1460,23.889662
1461,17.543983
1462,15.596936
1463,35.71455
1464,45.247066
1465,47.463837
1466,47.527016
1467,45.774014
1468,43.32631
1469,42.26872
1470,42.754677
1471,41.550827
1472,46.07148
1473,45.538708
1474,13.496468
1475,18.26918
1476,16.059612
1477,11.492294
1478,39.00443
1479,40.6381
1480,47.295982
1481,46.46727
1482,45.981422
1483,25.349638
1484,24.371246
1485,22.604877
1486,18.221357
1487,16.430584
1488,12.013548
1489,12.071257
1490,23.774567
1491,37.97952
1492,47.48052
1493,46.62223
1494,46.136383
1495,42.704784
1496,16.835674
1497,16.842854
1498,15.202402
1499,10.5912895
1500,22.344687
1501,36.77359
1502,44.242256
1503,47.735077
1504,46.43123
1505,43.437794
1506,14.372074
1507,17.568466
1508,19.015919
1509,18.865286
1510,16.886396
1511,12.893042
1512,12.41624
1513,38.410603
1514,44.364986
1515,37.61893
1516,42.887978
1517,17.743475
1518,10.219684
1519,37.6513
1520,37.81958
1521,47.07576
1522,44.90862
1523,24.345951
1524,19.219646
1525,16.411198
1526,17.747461
1527,16.398962
1528,39.079227
1529,33.65137
1530,42.452427
1531,45.745453
1532,38.795006
1533,39.175804
1534,41.95191
1535,41.71468
1536,34.94298
1537,49.819496
1538,48.501766
1539,48.4388
1540,50.029705
1541,53.706642
1542,26.946783
1543,30.128794
1544,31.064568
1545,27.532175
1546,25.645805
1547,39.62809
1548,46.87208
1549,47.369312
1550,45.917473
1551,42.63651
1552,24.466791
1553,19.9172
1554,16.852264
1555,15.447027
1556,11.385011
1557,22.777048
1558,34.665737
1559,46.577877
1560,47.080788
1561,45.577812
1562,45.091965
1563,11.443752
1564,20.414248
1565,11.156992
1566,10.944467
1567,22.40164
1568,44.14064
1569,47.896717
1570,22.51713
1571,21.20753
1572,16.31837
1573,15.552004
1574,11.518709
1575,22.573732
1576,43.590458
1577,41.680866
1578,47.599216
1579,47.29002
1580,46.027134
1581,41.893524
1582,22.766216
1583,18.457989
1584,12.317421
1585,10.64865
1586,36.10295
1587,42.51232
1588,33.72896
1589,37.094894
1590,46.516922
1591,47.579823
1592,47.231213
1593,38.55622
1594,25.601103
1595,18.94877
1596,15.9707
1597,32.580112
1598,42.323692
1599,36.257057
1600,45.01391
1601,45.331833
1602,44.402588
1603,44.062775
1604,41.128296
1605,36.02738
1606,39.10875
1607,37.39446
1608,33.59491
1609,47.116497
1610,47.023796
1611,46.079277
1612,45.34329
1613,19.78106
1614,16.98055
1615,16.8156
1616,15.539554
1617,35.12806
1618,43.29856
1619,48.27975
1620,48.77698
1621,47.422287
1622,48.054173
1623,46.924526
1624,44.417698
1625,26.29018
1626,17.799316
1627,23.509111
1628,21.410147
1629,15.737376
1630,11.78357
1631,47.264935
1632,47.689938
1633,46.4019
1634,47.122505
1635,45.766426
1636,42.64694
1637,13.83905
1638,21.8907
1639,20.274141
1640,15.22014
1641,10.499113
1642,21.826189
1643,33.650715
1644,42.886105
1645,47.546608
1646,48.15029
1647,46.66838
1648,22.354794
1649,16.413437
1650,17.912529
1651,16.662003
1652,9.536382
1653,21.33048
1654,34.467438
1655,34.830467
1656,48.640213
1657,45.137554
1658,17.417572
1659,23.518707
1660,20.35487
1661,17.17966
1662,16.985601
1663,18.385786
1664,18.36491
1665,35.176258
1666,44.89034
1667,38.14747
1668,25.492168
1669,22.110214
1670,23.044352
1671,19.955578
1672,37.11626
1673,26.396742
1674,27.19654
1675,44.076084
1676,46.026546
1677,45.37696
1678,40.629475
1679,40.2662
1680,43.44264
1681,45.731007
1682,47.43639
1683,48.2336
1684,33.903164
1685,27.855055
1686,33.895725
1687,27.269686
1688,27.412384
1689,27.388067
1690,22.917412
1691,28.657846
1692,41.036766
1693,37.837208
1694,45.995846
1695,45.51663
1696,42.84414
1697,11.82655
1698,20.739988
1699,20.88854
1700,45.21689
1701,45.53883
1702,23.227285
1703,10.851921
1704,13.486563
1705,19.219515
1706,18.049215
1707,11.537644
1708,22.03995
1709,40.258568
1710,43.825935
1711,48.854336
1712,47.718166
1713,43.86999
1714,21.50193
1715,20.275724
1716,20.138485
1717,15.411752
1718,43.42917
1719,40.485443
1720,48.01491
1721,45.838654
1722,42.447376
1723,23.955133
1724,17.402834
1725,18.900927
1726,36.496815
1727,42.29545
1728,46.45962
1729,37.69582
1730,21.763605
1731,16.985182
1732,40.531006
1733,47.208065
1734,47.005947
1735,46.6047
1736,41.62441
1737,40.628124
1738,39.002697
1739,41.823933
1740,43.51881
1741,43.13828
1742,37.087543
1743,44.387096
1744,35.093628
1745,44.537834
1746,14.154866
1747,16.680347
1748,22.517118
1749,38.629414
1750,38.96513
1751,47.6371
1752,48.448242
1753,17.214207
1754,25.931332
1755,20.13007
1756,17.93402
1757,39.239555
1758,47.362373
1759,46.801067
1760,47.655983
1761,46.630283
1762,43.384663
1763,16.346844
1764,16.91973
1765,17.66378
1766,21.12166
1767,49.851738
1768,48.811665
1769,48.20189
1770,27.408928
1771,19.440552
1772,16.187563
1773,48.11512
1774,47.028618
1775,47.231342
1776,46.45094
1777,46.04969
1778,10.64214
1779,14.764623
1780,15.42845
1781,13.610083
1782,20.497734
1783,37.120842
1784,42.55362
1785,45.21657
1786,41.105034
1787,30.349491
1788,21.25374
1789,20.251308
1790,19.728344
1791,23.30243
1792,20.549438
1793,17.893179
1794,38.951557
1795,37.651714
1796,35.491665
1797,43.94678
1798,46.11106
1799,45.755127
1800,44.56362
1801,42.902138
1802,42.508545
1803,37.214508
1804,40.66823
1805,40.53041
1806,36.445293
1807,41.892986
1808,42.427097
1809,45.974174
1810,46.148266
1811,44.978027
1812,45.36002
1813,43.119614
1814,16.937914
1815,21.765257
1816,22.340471
1817,17.937193
1818,25.198288
1819,42.260254
1820,44.85948
1821,46.872936
1822,46.52236
1823,15.2150345
1824,17.32256
1825,23.31596
1826,19.511759
1827,21.060719
1828,23.50802
1829,44.101913
1830,38.415627
1831,47.77326
1832,46.345634
1833,43.646244
1834,30.79151
1835,16.316452
1836,22.179083
1837,22.473091
1838,21.080423
1839,18.410234
1840,21.667444
1841,34.167377
1842,38.42137
1843,44.61716
1844,22.725573
1845,19.052725
1846,20.157806
1847,10.736659
1848,38.971416
1849,47.638466
1850,47.12846
1851,45.00998
1852,23.688488
1853,23.039856
1854,19.759909
1855,20.20509
1856,18.56824
1857,36.3372
1858,34.94693
1859,48.227802
1860,47.7395
1861,26.79757
1862,28.149794
1863,23.629679
1864,21.566238
1865,47.806335
1866,47.649483
1867,46.887985
1868,44.268578
1869,44.947495
1870,37.749496
1871,38.02607
